age,income,education,work,female,urban_hukou,attentive,very_attentive,b_treatment,b_control,b_placebo,fmc_b,placebo_direct
1,1,4,private sector,0,0,1,0,NA,3,NA,1,NA
1,4,3,Other,0,0,1,1,NA,3,NA,0,NA
3,1,5,Other,1,1,1,1,0,NA,NA,1,NA
3,4,6,private sector,1,1,1,1,1,NA,NA,1,NA
1,3,5,Other,0,1,1,1,NA,NA,3,1,1
1,6,5,Other,1,1,1,0,1,NA,NA,1,NA
1,2,4,private sector,0,0,0,0,NA,1,NA,0,NA
3,2,NA,private sector,0,0,1,1,3,NA,NA,1,NA
1,1,4,Other,0,0,1,1,1,NA,NA,1,NA
1,1,4,Other,1,0,1,1,1,NA,NA,1,NA
4,2,NA,government,0,1,1,1,3,NA,NA,1,NA
1,2,3,private sector,1,0,0,0,5,NA,NA,1,NA
1,1,4,Other,0,0,1,0,1,NA,NA,0,NA
2,1,NA,Other,1,0,0,0,1,NA,NA,1,NA
1,2,5,private sector,0,1,1,1,NA,2,NA,1,NA
2,1,3,private sector,0,1,0,0,NA,3,NA,1,NA
1,4,6,private sector,0,1,1,1,NA,1,NA,1,NA
1,1,NA,government,0,1,1,1,4,NA,NA,1,NA
1,1,1,DK,0,1,0,0,2,NA,NA,0,NA
1,2,4,NGO,1,0,1,0,NA,1,NA,0,NA
1,2,5,private sector,1,1,1,1,NA,NA,3,1,NA
3,4,5,private sector,0,1,1,1,3,NA,NA,0,NA
1,1,5,private sector,0,1,1,0,NA,2,NA,0,NA
3,2,NA,government,0,1,0,0,2,NA,NA,1,NA
1,1,NA,Other,0,0,1,0,NA,NA,3,0,NA
1,6,5,Other,0,0,1,0,NA,NA,1,0,NA
3,2,4,private sector,0,0,1,1,NA,NA,2,1,NA
1,1,NA,Other,0,1,1,0,3,NA,NA,1,NA
1,2,5,Other,0,0,1,0,NA,3,NA,1,NA
3,4,5,private sector,0,1,1,1,3,NA,NA,1,NA
1,1,4,Other,1,1,1,0,NA,0,NA,0,NA
1,6,4,DK,1,1,1,0,NA,NA,3,1,NA
1,3,5,private sector,0,1,1,1,NA,2,NA,0,NA
3,2,NA,government,0,1,0,0,NA,NA,3,1,NA
1,1,5,Other,0,1,1,1,NA,1,NA,1,NA
1,2,5,Other,0,0,1,0,2,NA,NA,1,NA
3,4,6,government,0,1,1,0,NA,4,NA,1,NA
1,1,NA,Other,0,0,1,0,NA,NA,2,0,NA
1,3,4,private sector,0,0,1,1,2,NA,NA,1,NA
1,2,NA,Other,0,0,0,0,NA,2,NA,1,NA
1,6,3,Other,1,0,0,0,3,NA,NA,0,NA
1,1,4,Other,1,0,1,1,NA,3,NA,1,NA
2,2,NA,private sector,1,0,1,0,3,NA,NA,1,NA
1,6,5,Other,0,1,0,0,NA,3,NA,1,NA
1,1,4,Other,0,1,1,0,NA,1,NA,0,NA
4,2,5,government,1,1,1,1,2,NA,NA,1,NA
1,1,3,private sector,NA,0,1,0,NA,NA,3,1,1
1,1,4,private sector,0,1,1,1,NA,NA,2,1,NA
1,3,5,private sector,0,0,0,0,1,NA,NA,1,NA
1,1,NA,private sector,0,0,1,0,4,NA,NA,1,NA
4,3,5,private sector,0,1,1,1,NA,NA,3,1,NA
4,2,4,government,0,1,1,1,NA,2,NA,1,NA
3,4,6,private sector,NA,1,0,0,5,NA,NA,1,1
1,1,5,DK,0,0,1,0,NA,2,NA,1,NA
1,1,NA,DK,0,1,0,0,3,NA,NA,0,NA
1,2,NA,Other,0,0,1,1,NA,NA,2,1,NA
4,3,NA,private sector,1,1,1,1,NA,NA,2,1,1
4,3,NA,private sector,1,1,1,1,NA,NA,3,0,NA
4,3,NA,private sector,1,1,1,1,NA,2,NA,0,NA
3,3,NA,private sector,0,1,0,0,NA,1,NA,1,NA
4,3,NA,private sector,0,1,1,1,1,NA,NA,0,NA
1,3,5,private sector,0,1,1,0,2,NA,NA,1,NA
3,3,4,private sector,0,1,1,1,NA,NA,3,1,NA
2,3,NA,private sector,1,1,1,1,NA,NA,3,1,NA
3,3,4,private sector,1,1,0,0,NA,2,NA,0,NA
3,3,NA,private sector,1,1,0,0,NA,NA,3,0,NA
4,3,NA,private sector,0,1,0,0,NA,2,NA,1,NA
3,3,5,private sector,1,1,0,0,NA,2,NA,1,1
4,3,4,private sector,0,1,0,0,2,NA,NA,0,NA
2,4,NA,government,1,1,0,0,NA,2,NA,1,1
4,3,4,private sector,1,1,0,0,3,NA,NA,0,NA
3,3,NA,private sector,1,1,0,0,3,NA,NA,0,1
3,3,NA,government,1,1,0,0,NA,NA,4,1,1
3,3,4,private sector,0,1,1,1,3,NA,NA,1,NA
1,4,5,private sector,0,1,0,0,NA,1,NA,1,NA
3,3,NA,private sector,1,1,1,1,NA,2,NA,1,NA
3,3,5,government,1,1,1,1,NA,2,NA,0,1
1,2,6,private sector,0,1,1,0,NA,NA,0,0,NA
3,2,4,private sector,0,1,0,0,NA,NA,2,1,NA
3,3,NA,government,1,1,0,0,NA,2,NA,0,NA
3,3,NA,private sector,1,1,0,0,NA,NA,3,0,NA
2,2,NA,private sector,1,1,0,0,NA,NA,4,0,NA
4,3,NA,private sector,0,1,0,0,4,NA,NA,0,NA
3,3,NA,private sector,0,1,1,1,NA,NA,4,1,NA
2,3,4,private sector,1,1,0,0,NA,2,NA,0,NA
4,3,5,private sector,0,1,1,1,NA,NA,3,1,NA
2,2,NA,private sector,0,1,1,1,2,NA,NA,1,NA
3,3,NA,private sector,0,1,1,1,4,NA,NA,0,NA
2,2,4,private sector,1,1,0,0,NA,1,NA,0,NA
4,3,NA,government,0,1,1,1,NA,3,NA,0,NA
3,3,NA,government,1,1,1,1,NA,3,NA,0,NA
4,3,NA,private sector,0,1,0,0,2,NA,NA,0,NA
4,3,NA,government,0,1,1,1,2,NA,NA,1,NA
1,3,NA,private sector,0,1,0,0,NA,1,NA,0,1
3,3,NA,private sector,1,1,1,1,NA,3,NA,0,NA
3,4,NA,private sector,1,1,1,1,NA,3,NA,1,NA
3,2,NA,private sector,1,1,1,1,2,NA,NA,0,NA
4,1,3,private sector,0,0,0,0,3,NA,NA,1,NA
4,2,4,private sector,1,1,0,0,NA,NA,2,0,NA
4,3,NA,private sector,1,1,1,1,NA,1,NA,0,NA
3,3,4,private sector,1,1,1,1,4,NA,NA,1,NA
3,3,4,private sector,1,1,1,1,4,NA,NA,0,NA
3,2,4,government,1,1,1,1,2,NA,NA,1,NA
2,2,4,private sector,1,1,0,0,NA,NA,3,1,NA
2,3,NA,private sector,0,1,1,1,1,NA,NA,1,1
3,2,4,government,1,1,1,1,NA,3,NA,0,NA
3,2,4,private sector,1,1,1,1,NA,2,NA,0,NA
3,3,NA,private sector,0,1,0,0,NA,3,NA,0,NA
1,2,5,private sector,0,1,1,0,4,NA,NA,1,NA
3,2,4,private sector,0,1,1,0,NA,4,NA,1,NA
3,3,NA,government,1,1,1,1,NA,NA,2,0,NA
1,6,NA,DK,0,1,0,0,1,NA,NA,1,NA
3,2,4,NGO,1,1,1,1,NA,NA,4,0,NA
3,3,NA,government,1,1,1,1,4,NA,NA,1,NA
1,1,4,private sector,0,0,1,1,NA,NA,4,0,NA
4,2,4,private sector,0,1,1,1,NA,1,NA,0,NA
4,1,3,private sector,0,0,0,0,NA,NA,4,0,NA
4,3,NA,private sector,1,1,1,1,3,NA,NA,0,NA
3,3,NA,NGO,1,1,1,1,3,NA,NA,1,NA
1,6,4,Other,0,0,1,1,NA,NA,0,1,NA
4,3,NA,private sector,0,1,1,1,NA,2,NA,0,NA
3,3,NA,private sector,1,1,1,1,4,NA,NA,0,NA
4,3,NA,private sector,1,1,1,1,NA,NA,1,0,NA
1,1,4,Other,0,0,0,0,2,NA,NA,1,NA
3,3,5,private sector,0,1,1,1,3,NA,NA,1,NA
3,3,NA,private sector,1,1,1,1,NA,3,NA,0,NA
4,3,NA,private sector,1,1,0,0,NA,NA,3,1,NA
2,3,NA,private sector,1,1,1,1,3,NA,NA,1,NA
3,3,NA,private sector,0,1,1,1,NA,NA,3,1,NA
3,3,NA,private sector,1,1,1,1,NA,3,NA,1,NA
1,2,4,government,0,0,1,0,1,NA,NA,0,NA
1,1,NA,Other,0,1,1,0,NA,2,NA,0,1
3,3,NA,NGO,1,1,1,1,NA,NA,2,1,NA
4,2,4,private sector,0,1,1,1,NA,2,NA,1,NA
1,1,3,Other,1,0,0,0,NA,3,NA,1,NA
3,2,NA,private sector,1,1,1,1,NA,3,NA,0,NA
1,2,4,NA,0,0,1,0,5,NA,NA,1,1
2,2,4,private sector,1,1,1,1,NA,2,NA,0,NA
4,3,NA,private sector,1,1,1,1,NA,NA,2,0,NA
4,2,6,NGO,1,1,1,0,0,NA,NA,0,NA
3,3,NA,private sector,0,1,0,0,NA,1,NA,0,NA
3,3,4,private sector,1,1,1,1,3,NA,NA,1,NA
4,4,3,DK,0,0,0,0,NA,3,NA,1,NA
1,1,4,Other,1,0,1,0,NA,2,NA,1,1
3,2,5,private sector,0,1,1,1,NA,1,NA,1,NA
3,3,5,private sector,1,1,1,1,2,NA,NA,1,NA
3,3,NA,private sector,1,1,1,1,3,NA,NA,1,NA
3,6,4,DK,1,0,1,1,NA,NA,0,1,NA
4,2,5,private sector,1,1,1,1,1,NA,NA,1,NA
2,3,NA,private sector,0,1,1,1,3,NA,NA,0,NA
4,2,4,private sector,0,1,0,0,3,NA,NA,1,NA
2,3,NA,government,0,1,1,1,NA,2,NA,1,NA
3,3,4,private sector,1,1,0,0,NA,NA,3,0,1
3,4,5,private sector,0,1,0,0,NA,NA,4,1,NA
4,2,4,private sector,1,1,0,0,2,NA,NA,0,NA
3,3,NA,NGO,1,1,0,0,3,NA,NA,1,NA
2,3,NA,private sector,1,1,1,1,2,NA,NA,0,NA
4,4,6,government,0,1,1,1,NA,1,NA,1,NA
3,3,NA,private sector,0,1,0,0,4,NA,NA,1,NA
2,3,NA,private sector,1,1,1,1,2,NA,NA,1,NA
2,2,4,private sector,0,1,1,1,NA,3,NA,0,NA
4,2,4,private sector,0,1,1,1,3,NA,NA,1,NA
3,3,NA,private sector,1,1,1,1,NA,NA,3,1,NA
2,3,4,private sector,0,1,1,1,2,NA,NA,1,NA
3,3,NA,private sector,0,1,1,1,3,NA,NA,0,NA
4,2,4,private sector,0,1,0,0,3,NA,NA,1,NA
3,3,5,private sector,NA,1,0,0,NA,1,NA,1,NA
3,1,NA,government,0,1,0,0,NA,2,NA,1,NA
4,2,4,private sector,0,1,0,0,3,NA,NA,0,NA
3,2,NA,NGO,1,1,0,0,NA,2,NA,0,NA
2,3,NA,private sector,0,1,0,0,NA,NA,2,0,NA
3,4,6,private sector,0,1,1,0,NA,NA,3,0,NA
3,4,5,private sector,0,1,1,1,NA,3,NA,1,NA
3,3,NA,private sector,0,1,1,0,2,NA,NA,1,NA
4,3,4,private sector,1,1,1,1,NA,NA,3,1,NA
3,4,6,private sector,0,1,1,1,NA,2,NA,1,NA
4,3,4,NGO,1,1,1,1,NA,NA,3,1,NA
3,4,6,private sector,1,1,1,1,NA,2,NA,1,NA
3,3,5,private sector,0,1,1,1,NA,3,NA,1,NA
4,2,4,private sector,1,1,1,1,NA,3,NA,1,NA
4,2,4,private sector,0,1,0,0,NA,2,NA,1,NA
5,2,5,Other,1,1,1,1,2,NA,NA,1,NA
4,3,4,private sector,1,1,1,1,3,NA,NA,1,NA
4,2,4,private sector,0,1,0,0,NA,NA,2,0,NA
4,2,4,private sector,1,1,0,0,3,NA,NA,0,NA
4,2,NA,private sector,0,0,0,0,4,NA,NA,0,NA
3,3,4,government,0,1,1,1,NA,2,NA,1,NA
4,3,4,NGO,1,1,1,1,NA,3,NA,1,NA
5,2,NA,government,0,1,1,1,NA,3,NA,1,NA
3,3,5,government,0,1,1,1,NA,NA,3,1,NA
4,2,NA,private sector,1,1,0,0,3,NA,NA,0,NA
4,2,4,private sector,1,1,0,0,1,NA,NA,1,NA
3,3,5,private sector,1,1,1,1,NA,2,NA,1,NA
4,3,4,NGO,1,1,1,1,2,NA,NA,0,NA
4,3,5,government,0,1,0,0,NA,2,NA,1,NA
3,2,NA,private sector,0,1,0,0,4,NA,NA,1,NA
4,3,NA,private sector,1,1,1,1,NA,NA,3,0,NA
3,3,5,private sector,0,1,1,0,NA,2,NA,1,NA
2,6,7,DK,0,1,0,0,NA,NA,0,0,NA
3,3,4,private sector,1,1,1,1,NA,NA,2,0,NA
3,2,NA,private sector,0,1,0,0,NA,NA,3,0,NA
4,4,5,private sector,1,1,0,0,NA,NA,3,0,1
4,3,NA,private sector,1,1,1,1,NA,NA,2,0,NA
4,2,NA,private sector,0,1,1,0,NA,NA,2,0,NA
3,2,NA,private sector,1,1,1,0,NA,NA,2,1,NA
4,2,4,private sector,0,1,1,1,NA,2,NA,1,NA
4,2,4,government,1,1,1,1,3,NA,NA,1,NA
2,2,NA,private sector,0,1,1,1,2,NA,NA,1,NA
3,1,4,Other,1,1,1,1,NA,1,NA,1,NA
4,3,6,private sector,0,1,1,1,2,NA,NA,1,NA
3,3,4,NGO,1,1,1,1,NA,NA,2,0,NA
3,1,3,private sector,1,0,1,1,NA,NA,2,1,NA
4,3,NA,private sector,1,1,1,1,NA,3,NA,0,NA
4,3,4,private sector,1,1,1,1,NA,2,NA,0,NA
4,4,5,private sector,0,1,1,1,2,NA,NA,1,NA
4,3,4,NGO,1,1,0,0,NA,NA,2,0,NA
4,3,3,private sector,0,0,1,1,NA,NA,1,0,NA
4,3,4,private sector,0,1,0,0,NA,NA,2,1,NA
3,4,5,private sector,0,1,1,0,NA,NA,2,1,NA
4,3,4,private sector,1,1,1,1,NA,NA,3,1,NA
4,2,4,private sector,1,1,1,1,NA,1,NA,0,NA
3,1,4,private sector,0,0,1,0,NA,1,NA,0,NA
3,3,4,private sector,1,1,1,1,3,NA,NA,0,NA
4,3,5,government,0,1,1,1,NA,NA,2,1,NA
4,1,NA,Other,1,0,1,0,NA,NA,4,1,NA
4,2,5,private sector,0,1,0,0,NA,1,NA,0,NA
3,3,NA,government,0,1,1,1,NA,NA,3,1,NA
4,1,4,Other,0,1,1,1,3,NA,NA,1,NA
3,2,4,private sector,0,1,0,0,NA,NA,3,0,NA
3,2,4,private sector,1,1,0,0,3,NA,NA,1,NA
3,2,5,private sector,0,1,1,1,NA,2,NA,1,NA
3,1,4,Other,1,1,0,0,NA,4,NA,0,NA
2,3,4,NGO,0,1,1,1,NA,NA,2,0,NA
4,3,NA,private sector,0,1,0,0,4,NA,NA,0,NA
3,3,4,private sector,0,1,1,1,NA,NA,3,0,NA
3,3,4,private sector,1,1,1,1,NA,NA,3,0,NA
3,3,5,private sector,NA,1,0,0,NA,NA,1,1,NA
2,2,NA,government,0,1,1,0,NA,1,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,NA,2,1,NA
4,4,6,government,0,1,1,1,NA,NA,2,1,NA
3,2,4,government,1,1,0,0,3,NA,NA,1,NA
4,2,4,government,0,1,1,1,NA,2,NA,0,NA
5,NA,7,DK,0,0,1,0,NA,4,NA,0,NA
4,3,6,government,0,1,1,1,NA,NA,2,1,NA
4,2,4,government,1,1,1,1,2,NA,NA,1,NA
3,3,NA,government,0,1,1,1,NA,NA,3,1,NA
2,2,4,private sector,1,1,0,0,2,NA,NA,1,NA
3,3,4,government,1,1,1,1,NA,2,NA,1,NA
4,3,4,private sector,1,1,0,0,2,NA,NA,0,NA
2,3,4,private sector,1,1,0,0,NA,3,NA,1,NA
3,3,4,private sector,1,1,1,1,NA,2,NA,0,NA
3,3,NA,government,1,1,1,1,NA,NA,3,1,NA
3,3,4,government,1,1,1,1,3,NA,NA,1,NA
3,3,5,private sector,0,1,1,1,2,NA,NA,0,NA
3,2,4,private sector,0,1,0,0,NA,2,NA,0,NA
3,2,4,government,1,1,1,1,NA,NA,1,0,NA
4,3,5,private sector,1,1,1,1,NA,1,NA,1,NA
2,2,NA,private sector,1,1,1,1,3,NA,NA,1,NA
4,3,5,government,0,1,1,1,NA,1,NA,1,NA
4,3,5,private sector,1,1,0,0,NA,3,NA,1,NA
3,3,NA,government,0,1,0,0,NA,2,NA,1,NA
4,4,6,government,1,1,1,1,NA,NA,1,0,NA
4,3,NA,private sector,0,1,0,0,3,NA,NA,1,NA
4,3,5,private sector,1,1,1,1,3,NA,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,1,NA,1,NA
3,3,4,private sector,0,1,1,1,NA,NA,3,1,NA
4,3,6,private sector,1,1,1,1,2,NA,NA,1,NA
4,3,4,private sector,0,1,0,0,4,NA,NA,0,NA
3,2,5,government,0,1,1,1,NA,2,NA,1,NA
3,3,5,private sector,1,1,0,0,1,NA,NA,1,NA
3,2,4,private sector,0,1,1,1,3,NA,NA,0,NA
4,4,5,private sector,NA,1,1,1,2,NA,NA,0,NA
3,1,NA,private sector,0,1,1,1,NA,NA,3,1,NA
4,3,5,private sector,0,1,1,1,NA,NA,1,1,NA
3,3,5,NGO,1,1,0,0,1,NA,NA,0,1
4,2,5,private sector,1,0,1,1,NA,1,NA,1,NA
3,2,4,government,0,1,0,0,2,NA,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,NA,2,1,NA
4,3,6,government,0,1,0,0,2,NA,NA,1,NA
4,3,5,private sector,1,1,0,0,NA,NA,2,1,NA
3,2,NA,private sector,NA,NA,1,1,NA,NA,3,1,NA
4,3,4,NGO,1,1,0,0,NA,NA,3,1,NA
3,2,5,private sector,0,1,1,1,NA,NA,3,1,NA
4,3,4,private sector,0,1,0,0,NA,NA,4,1,NA
4,3,5,private sector,0,1,1,1,NA,NA,1,1,NA
3,2,4,government,0,1,1,1,NA,NA,3,0,NA
4,2,3,DK,1,0,1,1,1,NA,NA,0,NA
4,3,5,government,1,1,1,1,1,NA,NA,1,NA
3,2,4,private sector,1,0,1,0,NA,NA,3,1,NA
4,2,4,private sector,1,1,0,0,4,NA,NA,1,NA
4,3,5,private sector,1,1,0,0,3,NA,NA,1,NA
3,2,4,private sector,1,1,1,1,NA,NA,3,1,NA
3,2,4,private sector,0,1,1,1,2,NA,NA,0,NA
3,3,5,private sector,1,1,1,1,NA,NA,4,1,NA
4,3,6,private sector,0,1,1,1,NA,1,NA,1,NA
4,2,4,private sector,1,1,0,0,NA,2,NA,1,NA
3,3,NA,private sector,0,1,0,0,3,NA,NA,1,NA
3,2,NA,private sector,0,1,1,1,2,NA,NA,1,NA
4,4,4,private sector,0,1,0,0,NA,3,NA,0,NA
3,4,4,Other,0,1,1,1,NA,NA,3,0,NA
3,4,NA,private sector,0,1,1,1,NA,3,NA,1,NA
3,3,5,private sector,0,1,1,1,NA,NA,4,1,NA
1,1,5,DK,0,0,0,0,2,NA,NA,1,NA
4,3,4,NGO,0,1,0,0,NA,NA,3,1,NA
4,3,5,private sector,0,1,1,1,NA,2,NA,1,NA
4,3,5,private sector,1,1,1,1,3,NA,NA,0,NA
3,3,4,private sector,0,1,0,0,3,NA,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,2,NA,1,NA
3,2,4,private sector,1,1,0,0,3,NA,NA,1,NA
3,2,5,private sector,1,1,1,1,2,NA,NA,1,NA
4,2,4,DK,1,0,0,0,2,NA,NA,1,NA
4,3,5,private sector,0,1,1,1,2,NA,NA,1,NA
3,2,5,government,1,1,1,1,NA,3,NA,1,NA
4,3,5,private sector,1,1,0,0,NA,2,NA,1,NA
4,3,5,private sector,0,1,1,1,NA,NA,3,1,NA
5,3,5,private sector,0,1,1,1,NA,NA,1,1,NA
4,3,5,private sector,1,1,1,1,NA,NA,3,1,NA
3,2,NA,private sector,1,1,1,1,NA,1,NA,0,NA
4,3,4,Other,0,1,1,1,3,NA,NA,1,NA
4,3,5,private sector,1,1,0,0,NA,2,NA,1,NA
3,4,5,private sector,0,1,1,1,NA,3,NA,1,NA
4,3,4,NGO,1,1,0,0,NA,2,NA,0,NA
3,3,4,private sector,1,1,1,1,3,NA,NA,1,NA
4,3,5,private sector,1,1,0,0,NA,2,NA,1,NA
3,2,4,private sector,0,1,0,0,3,NA,NA,1,NA
5,2,5,private sector,0,1,1,1,NA,3,NA,1,NA
2,3,5,private sector,1,1,1,1,3,NA,NA,0,NA
4,2,NA,government,1,1,1,1,3,NA,NA,0,NA
4,3,NA,private sector,1,1,1,1,NA,NA,4,1,NA
4,3,5,private sector,1,1,1,0,1,NA,NA,1,NA
3,3,5,private sector,0,1,1,1,1,NA,NA,1,NA
4,3,NA,private sector,0,1,0,0,NA,NA,3,1,NA
3,1,3,Other,1,1,1,1,NA,1,NA,1,NA
3,1,3,private sector,1,0,1,0,NA,1,NA,0,1
4,3,4,private sector,1,1,1,1,NA,NA,2,1,NA
4,4,5,government,1,1,1,1,NA,NA,3,1,NA
3,4,6,private sector,1,1,1,1,NA,1,NA,1,NA
3,3,NA,government,0,1,1,1,NA,2,NA,1,1
3,3,5,private sector,0,1,1,0,NA,2,NA,0,NA
3,3,4,private sector,1,1,1,1,3,NA,NA,0,NA
3,3,5,government,0,1,1,1,NA,NA,2,1,1
4,4,5,private sector,1,1,1,1,NA,2,NA,0,NA
4,2,5,private sector,0,1,0,0,NA,2,NA,0,NA
3,2,4,private sector,1,1,0,0,NA,3,NA,0,NA
4,3,NA,private sector,1,1,1,1,3,NA,NA,1,NA
3,4,5,private sector,1,1,1,1,NA,1,NA,0,NA
3,3,4,DK,0,1,1,1,NA,NA,2,0,NA
4,3,4,private sector,1,1,1,1,NA,NA,2,1,NA
3,3,5,government,0,1,1,1,NA,3,NA,0,NA
3,3,4,private sector,1,1,0,0,3,NA,NA,1,NA
4,4,5,government,0,1,1,1,3,NA,NA,1,NA
3,3,5,private sector,1,1,1,1,3,NA,NA,0,NA
4,3,NA,private sector,1,1,1,1,NA,NA,3,1,NA
4,2,NA,private sector,1,1,0,0,NA,2,NA,1,NA
5,3,NA,private sector,1,0,1,1,3,NA,NA,1,NA
3,2,NA,government,0,1,0,0,4,NA,NA,1,1
3,3,NA,government,1,1,0,0,NA,1,NA,1,NA
2,2,NA,private sector,1,1,1,1,NA,3,NA,1,NA
4,2,4,private sector,1,1,0,0,3,NA,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,2,NA,1,NA
3,3,NA,private sector,0,1,1,1,2,NA,NA,1,NA
3,3,5,government,0,1,1,1,NA,NA,2,1,1
4,3,4,NGO,1,1,0,0,NA,2,NA,1,NA
3,3,5,private sector,0,1,1,0,NA,NA,3,1,NA
4,3,NA,private sector,1,1,0,0,4,NA,NA,1,NA
3,3,5,government,0,1,1,1,3,NA,NA,1,1
3,3,NA,private sector,0,1,1,1,NA,3,NA,1,NA
5,6,7,DK,0,1,0,0,NA,3,NA,0,NA
3,2,4,private sector,0,1,0,0,3,NA,NA,1,NA
3,3,5,private sector,0,1,1,1,1,NA,NA,1,NA
4,3,NA,private sector,1,1,1,1,NA,2,NA,1,NA
3,3,NA,private sector,0,1,0,0,3,NA,NA,1,NA
4,2,4,private sector,1,1,1,1,NA,3,NA,1,NA
3,3,5,private sector,0,1,1,1,NA,NA,2,1,NA
4,2,NA,private sector,1,1,0,0,3,NA,NA,1,NA
3,4,5,private sector,1,1,1,1,NA,NA,4,1,1
4,3,4,government,1,1,1,1,NA,NA,3,1,NA
4,3,NA,private sector,1,1,0,0,3,NA,NA,1,NA
3,3,NA,private sector,0,1,1,1,NA,NA,2,1,NA
3,1,NA,Other,0,1,1,1,2,NA,NA,1,NA
3,2,4,private sector,1,1,1,1,NA,NA,3,1,NA
3,2,5,private sector,0,1,1,1,NA,NA,1,1,NA
3,2,NA,private sector,1,1,0,0,3,NA,NA,1,NA
4,3,4,private sector,1,1,1,1,3,NA,NA,1,NA
3,3,5,government,0,1,1,1,2,NA,NA,0,1
3,2,3,private sector,1,1,0,0,NA,2,NA,1,NA
3,2,5,private sector,1,1,1,0,NA,4,NA,1,NA
4,3,4,government,0,1,1,1,NA,3,NA,1,NA
4,2,NA,private sector,0,1,1,1,NA,NA,1,1,NA
4,3,4,private sector,0,1,0,0,3,NA,NA,1,NA
4,3,5,private sector,0,1,1,1,NA,3,NA,1,NA
4,3,5,private sector,1,1,1,1,NA,NA,1,1,NA
4,3,NA,private sector,0,1,1,1,NA,NA,4,1,NA
3,2,4,private sector,1,1,0,0,NA,3,NA,0,NA
4,2,4,government,1,1,1,1,3,NA,NA,1,NA
4,2,4,private sector,1,1,0,0,3,NA,NA,0,NA
4,3,5,private sector,0,1,1,1,NA,NA,3,1,NA
3,3,NA,private sector,0,1,1,1,NA,NA,1,0,NA
4,4,NA,private sector,1,1,0,0,3,NA,NA,1,NA
3,2,4,private sector,1,1,0,0,NA,NA,3,1,NA
3,3,5,NGO,0,1,0,0,NA,NA,2,0,NA
4,2,NA,private sector,1,1,1,0,NA,NA,2,1,NA
2,3,NA,private sector,1,1,1,1,NA,2,NA,1,NA
4,3,4,government,1,1,1,1,NA,2,NA,1,NA
4,4,5,private sector,1,1,1,1,1,NA,NA,1,NA
3,2,3,private sector,0,1,0,0,NA,NA,3,1,NA
4,2,4,private sector,1,1,1,1,NA,NA,3,1,NA
4,4,5,private sector,1,1,1,1,NA,3,NA,1,NA
4,3,4,government,1,1,1,1,NA,3,NA,1,NA
4,2,5,private sector,1,1,1,1,4,NA,NA,1,NA
3,2,6,private sector,0,1,1,1,NA,4,NA,1,NA
4,4,5,private sector,0,1,1,1,NA,2,NA,1,NA
3,3,NA,private sector,1,0,1,1,NA,NA,1,0,NA
2,3,5,private sector,0,1,1,1,2,NA,NA,1,NA
3,2,3,private sector,0,1,0,0,NA,NA,4,0,NA
4,3,4,government,1,1,1,1,NA,NA,2,1,NA
4,2,5,NGO,0,1,1,0,NA,2,NA,1,NA
4,3,NA,private sector,NA,1,1,1,NA,NA,3,1,NA
4,3,5,private sector,1,1,1,1,NA,1,NA,1,NA
4,3,5,private sector,1,1,1,0,NA,2,NA,0,NA
4,2,NA,government,0,1,1,1,3,NA,NA,1,NA
3,3,5,government,0,1,1,1,NA,NA,2,1,NA
4,1,6,Other,NA,1,1,0,3,NA,NA,1,NA
4,2,3,private sector,1,1,0,0,NA,NA,3,1,NA
4,2,NA,government,0,1,1,1,NA,2,NA,1,NA
3,4,5,private sector,1,1,1,0,2,NA,NA,1,NA
3,3,4,government,0,1,1,1,NA,3,NA,1,NA
4,3,NA,private sector,0,1,0,0,2,NA,NA,0,1
4,3,NA,private sector,0,1,0,0,2,NA,NA,0,NA
4,3,NA,private sector,0,1,0,0,NA,NA,2,1,NA
4,3,NA,private sector,0,1,0,0,NA,NA,2,0,NA
3,3,5,private sector,0,1,0,0,NA,NA,2,0,NA
3,4,6,private sector,0,1,1,1,NA,3,NA,1,NA
3,1,5,government,0,1,1,1,NA,4,NA,1,NA
3,3,NA,private sector,0,1,0,0,1,NA,NA,0,1
3,3,5,private sector,1,1,1,1,4,NA,NA,0,NA
2,3,6,government,1,1,1,0,NA,NA,2,1,NA
4,2,3,private sector,0,1,0,0,3,NA,NA,1,NA
3,3,5,NGO,1,1,1,1,2,NA,NA,0,NA
5,2,3,government,0,1,1,1,NA,3,NA,1,NA
4,3,4,private sector,1,1,1,1,3,NA,NA,1,NA
4,3,4,private sector,0,1,1,1,NA,2,NA,1,NA
3,3,5,DK,0,0,1,0,2,NA,NA,1,NA
3,3,5,private sector,1,1,1,1,NA,2,NA,0,1
3,4,NA,government,0,1,1,1,NA,2,NA,0,NA
4,2,NA,private sector,1,1,1,0,NA,2,NA,0,NA
4,3,5,private sector,0,1,0,0,NA,2,NA,0,1
3,3,5,private sector,0,1,0,0,NA,NA,2,0,NA
4,2,NA,private sector,0,1,0,0,3,NA,NA,1,NA
3,3,5,private sector,0,1,0,0,NA,2,NA,0,NA
4,3,NA,private sector,0,1,0,0,NA,NA,3,1,NA
3,3,5,private sector,1,1,1,1,2,NA,NA,1,NA
